,Track,Artist,Release Date,Spotify Playlist Count 2023,Spotify Chart Counts 2023,Streams 2023,Apple Music Playlist Count 2023,Apple Music Chart Counts 2023,Deezer Playlist Count 2023,Deezer Chart Counts 2023,Shazam Chart Counts 2023,Bpm,Key,Mode,Danceability %,Valence %,Energy %,Acousticness %,Instrumentalness %,Liveness %,Speechiness %
454,Sleigh Ride,The Ronettes,11/22/1963,10114,0,404664135.0,114,74,262,0,0.0,92.0,D,Major,53.0,84.0,77.0,40.0,0.0,32.0,3.0
455,Seek & Destroy,SZA,12/9/2022,1007,0,98709329.0,5,31,1,0,0.0,152.0,C#,Major,65.0,35.0,65.0,44.0,18.0,21.0,7.0
456,Love Language,SZA,12/9/2022,1127,0,110849052.0,16,63,8,0,0.0,65.0,A,Minor,71.0,55.0,26.0,85.0,0.0,13.0,8.0
457,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",12/1/1971,10829,0,460492795.0,130,1,390,0,0.0,147.0,D,Major,33.0,39.0,61.0,32.0,0.0,77.0,3.0
458,Used (feat. Don Toliver),"SZA, Don Toliver",12/8/2022,1042,0,94005786.0,7,29,3,0,0.0,150.0,A#,Minor,73.0,71.0,69.0,53.0,0.0,32.0,9.0
459,A Holly Jolly Christmas - Single Version,Burl Ives,1/1/1952,7930,0,395591396.0,108,120,73,0,0.0,140.0,,Major,67.0,81.0,36.0,64.0,0.0,15.0,3.0
460,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,11/1/1946,11500,0,389771964.0,140,72,251,0,0.0,139.0,C#,Major,36.0,22.0,15.0,84.0,0.0,11.0,4.0
461,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,11/16/1979,1685,0,403939487.0,1,0,29,0,0.0,95.0,B,Major,75.0,74.0,58.0,36.0,0.0,9.0,3.0
462,Do They Know It's Christmas? - 1984 Version,Band Aid,11/25/1984,14169,0,481697415.0,209,30,449,0,0.0,115.0,,Major,60.0,23.0,57.0,0.0,2.0,27.0,3.0
463,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",12/9/2022,1634,0,110073250.0,16,20,4,0,0.0,125.0,F#,Major,62.0,59.0,43.0,84.0,3.0,11.0,5.0
464,Special,SZA,12/9/2022,906,0,88092256.0,6,21,3,0,0.0,76.0,,Major,60.0,19.0,20.0,78.0,0.0,11.0,5.0
465,Merry Christmas Everyone,Shakin' Stevens,1/1/1984,1087,0,351636786.0,90,35,5,0,0.0,101.0,C#,Minor,72.0,91.0,87.0,14.0,0.0,13.0,3.0
466,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",1/1/1950,10585,0,473248298.0,126,108,406,0,0.0,143.0,D,Major,60.0,86.0,32.0,88.0,0.0,34.0,6.0
467,SOS,SZA,12/9/2022,827,0,73981293.0,6,18,1,0,0.0,119.0,G,Minor,51.0,51.0,66.0,67.0,0.0,9.0,23.0
468,Open Arms (feat. Travis Scott),"SZA, Travis Scott",12/8/2022,1420,4,155653938.0,13,87,17,0,46.0,78.0,A,Major,67.0,22.0,59.0,76.0,1.0,15.0,16.0
469,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",1/1/1942,11940,0,395591396.0,73,79,123,0,0.0,96.0,A,Major,23.0,19.0,25.0,91.0,0.0,40.0,3.0
470,Driving Home for Christmas - 2019 Remaster,Chris Rea,1/1/1986,888,0,429504768.0,50,0,6,0,0.0,180.0,A,Major,51.0,87.0,58.0,36.0,0.0,18.0,4.0
471,Christmas (Baby Please Come Home),Darlene Love,11/22/1963,9122,0,242767149.0,121,58,212,0,0.0,126.0,D#,Major,34.0,35.0,76.0,39.0,0.0,8.0,5.0
472,Gone Girl,SZA,12/9/2022,892,0,65362788.0,3,17,2,0,0.0,150.0,F,Major,43.0,42.0,44.0,57.0,0.0,15.0,6.0
473,F2F,SZA,12/9/2022,989,0,67540165.0,5,9,1,0,0.0,90.0,D,Major,53.0,47.0,74.0,9.0,0.0,34.0,4.0
474,Notice Me,SZA,12/9/2022,819,0,62019074.0,14,22,0,0,0.0,160.0,F,Major,72.0,78.0,68.0,28.0,0.0,11.0,12.0
475,Merry Christmas,"Ed Sheeran, Elton John",11/10/2017,2209,0,135723538.0,72,90,141,0,0.0,114.0,,Major,59.0,60.0,94.0,24.0,0.0,10.0,4.0
476,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",1/1/1958,6290,0,295998468.0,89,39,158,0,0.0,113.0,G,Major,73.0,72.0,32.0,77.0,0.0,15.0,5.0
477,My Only Wish (This Year),Britney Spears,11/7/2000,6952,0,261116938.0,115,53,286,0,0.0,147.0,,Major,67.0,69.0,72.0,17.0,0.0,19.0,3.0
478,Antidepresan,"Mabel Matiz, Mert Demir",11/4/2022,313,2,136689549.0,10,6,7,1,9.0,100.0,B,Minor,70.0,92.0,59.0,3.0,0.0,10.0,3.0
479,Wild Flower (with youjeen),RM,12/2/2022,353,2,135611421.0,2,74,14,0,2.0,155.0,G#,Major,49.0,42.0,77.0,3.0,0.0,12.0,9.0
480,I Hate U,SZA,12/3/2021,4094,0,356709897.0,66,96,43,0,0.0,107.0,G,Minor,54.0,41.0,39.0,51.0,0.0,11.0,16.0
481,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",12/2/2022,880,0,110649992.0,3,7,10,0,0.0,112.0,G#,Major,80.0,15.0,54.0,9.0,0.0,38.0,5.0
482,SPIT IN MY FACE!,ThxSoMch,10/31/2022,573,0,301869854.0,1,0,18,0,24.0,166.0,C#,Major,70.0,57.0,57.0,9.0,20.0,11.0,7.0
483,Deck The Hall - Remastered 1999,Nat King Cole,1/1/1959,3299,0,127027715.0,65,39,41,0,0.0,107.0,F#,Minor,69.0,96.0,36.0,81.0,0.0,8.0,4.0
484,Smoking on my Ex Pack,SZA,12/9/2022,811,0,57144458.0,6,11,3,0,0.0,81.0,G#,Major,47.0,33.0,68.0,24.0,0.0,22.0,38.0
485,Conceited,SZA,12/9/2022,899,0,56870689.0,2,14,2,0,0.0,150.0,C#,Major,79.0,77.0,46.0,5.0,0.0,11.0,7.0
486,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",10/21/2022,2415,0,323437194.0,33,57,30,0,11.0,110.0,A,Major,66.0,19.0,32.0,69.0,0.0,12.0,4.0
487,Maroon,Taylor Swift,10/21/2022,2304,0,317726339.0,12,16,14,0,0.0,108.0,G,Major,64.0,4.0,40.0,6.0,0.0,10.0,6.0
488,Tubar��o Te,"Dj LK da Esc��cia, Tchakabum, mc jhenny, M",9/28/2022,1003,0,116144341.0,21,0,44,0,0.0,130.0,E,Minor,89.0,48.0,74.0,30.0,0.0,7.0,36.0
489,Bejeweled,Taylor Swift,10/21/2022,2699,0,328207708.0,39,35,22,2,0.0,164.0,G,Major,70.0,39.0,56.0,6.0,0.0,9.0,7.0
490,Tarot,"Bad Bunny, Jhay Cortez",5/6/2022,2482,20,608228647.0,27,77,22,2,0.0,114.0,B,Minor,80.0,42.0,68.0,2.0,0.0,66.0,4.0
491,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",9/20/2005,2577,0,180577478.0,108,56,30,0,0.0,93.0,F,Major,63.0,93.0,88.0,1.0,0.0,12.0,4.0
492,Desesperados,"Chencho Corleone, Rauw Alejandro",6/25/2021,6821,34,809306935.0,83,58,128,7,0.0,90.0,C#,Minor,87.0,51.0,69.0,36.0,0.0,9.0,8.0
493,Too Late,SZA,12/8/2022,714,0,49262961.0,0,9,2,0,0.0,128.0,B,Major,45.0,35.0,68.0,78.0,0.0,39.0,8.0
494,Party,"Bad Bunny, Rauw Alejandro",5/6/2022,3185,4,614555082.0,38,64,37,3,36.0,97.0,A,Major,83.0,47.0,80.0,2.0,0.0,24.0,9.0
495,Run Rudolph Run - Single Version,Chuck Berry,1/1/1958,8612,0,245350949.0,120,30,52,0,1.0,152.0,G,Minor,69.0,94.0,71.0,79.0,0.0,7.0,8.0
496,Jingle Bells - Remastered 1999,Frank Sinatra,1/1/1957,4326,0,178660459.0,32,3,65,0,0.0,175.0,G#,Major,51.0,94.0,34.0,73.0,0.0,10.0,5.0
497,Far,SZA,12/9/2022,680,0,51641685.0,2,15,1,0,0.0,116.0,D,Major,61.0,48.0,55.0,67.0,0.0,16.0,8.0
498,On Time (with John Legend),"John Legend, Metro Boomin",12/2/2022,398,0,78139948.0,2,2,6,0,2.0,80.0,F,Minor,33.0,51.0,59.0,76.0,0.0,44.0,6.0
499,GAT��,"Maldy, Karol G",8/25/2022,3328,13,322336177.0,39,50,57,3,1.0,93.0,B,Minor,63.0,34.0,86.0,26.0,0.0,21.0,39.0
500,abcdefu,Gayle,8/13/2021,7215,0,1007612429.0,170,12,575,18,6.0,122.0,E,Major,70.0,42.0,54.0,30.0,0.0,37.0,5.0
501,Sacrifice,The Weeknd,1/7/2022,4440,0,326792833.0,81,77,133,0,38.5,122.0,G,Major,70.0,91.0,79.0,3.0,0.0,7.0,10.0
502,Is There Someone Else?,The Weeknd,1/7/2022,2881,6,391251368.0,13,89,34,0,3.0,135.0,A,Minor,70.0,60.0,58.0,4.0,0.0,16.0,3.0
503,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",1/5/2022,2235,0,349585590.0,65,7,70,16,6.0,109.0,F,Major,60.0,45.0,47.0,62.0,0.0,31.0,5.0
504,Out of Time,The Weeknd,1/7/2022,3711,0,339659802.0,49,88,62,0,44.0,93.0,,Minor,65.0,82.0,74.0,27.0,0.0,32.0,5.0
505,Do It To It,"Cherish, ACRAZE",8/20/2021,12403,0,674772936.0,183,63,465,0,11.0,125.0,B,Minor,85.0,64.0,81.0,2.0,5.0,7.0,9.0
506,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",11/19/2021,2785,0,432719968.0,95,89,44,0,44.5,206.0,,Minor,58.0,83.0,45.0,36.0,0.0,11.0,8.0
507,Pepas,Farruko,6/24/2021,14114,17,1309887447.0,252,109,965,20,63.0,130.0,G,Major,76.0,44.0,77.0,1.0,0.0,13.0,3.0
508,How Do I Make You Love Me?,The Weeknd,1/7/2022,1915,0,119238316.0,7,47,15,0,0.0,121.0,G,Minor,80.0,62.0,51.0,2.0,0.0,9.0,8.0
509,Gasoline,The Weeknd,1/7/2022,2297,0,116903579.0,11,29,14,0,0.0,123.0,F#,Minor,74.0,35.0,73.0,0.0,0.0,21.0,5.0
510,Infinity,Jaymes Young,6/23/2017,4375,0,888046992.0,24,0,396,0,0.0,122.0,B,Minor,67.0,50.0,67.0,15.0,0.0,30.0,4.0
511,Less Than Zero,The Weeknd,1/7/2022,2800,0,200660871.0,18,77,61,0,1.0,143.0,,Major,53.0,50.0,79.0,0.0,0.0,8.0,3.0
513,good 4 u,Olivia Rodrigo,5/14/2021,15563,6,1887039593.0,259,55,461,1,30.5,166.0,F#,Minor,56.0,68.0,66.0,28.0,0.0,11.0,18.0
514,"Here We Go��� Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",1/7/2022,1420,0,88103848.0,7,18,7,0,0.0,135.0,C#,Major,41.0,27.0,64.0,36.0,0.0,60.0,3.0
515,Best Friends,The Weeknd,1/7/2022,1292,0,101114984.0,3,18,14,0,0.0,87.0,E,Minor,49.0,49.0,59.0,44.0,0.0,35.0,21.0
516,Kiss Me More (feat. SZA),"SZA, Doja Cat",4/9/2021,15867,0,1575467011.0,382,65,497,0,12.0,111.0,G#,Major,77.0,74.0,66.0,30.0,0.0,13.0,3.0
517,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",1/7/2022,1178,0,91656026.0,9,10,9,0,0.0,110.0,D,Major,75.0,85.0,84.0,10.0,0.0,31.0,19.0
518,Need To Know,Doja Cat,6/11/2021,6672,0,1042568408.0,125,36,150,0,18.0,130.0,C#,Major,66.0,19.0,61.0,30.0,0.0,9.0,7.0
519,MONTERO (Call Me By Your Name),Lil Nas X,9/18/2020,12329,0,1735441776.0,275,19,738,0,9.5,179.0,G#,Minor,61.0,76.0,51.0,30.0,0.0,38.0,15.0
520,love nwantiti (ah ah ah),Ckay,7/26/2019,5669,2,726837877.0,74,0,262,14,1.0,93.0,F,Minor,74.0,53.0,73.0,61.0,0.0,13.0,4.0
521,Dawn FM,The Weeknd,1/7/2022,811,0,53933526.0,1,8,6,0,0.0,78.0,A,Minor,27.0,10.0,49.0,62.0,0.0,49.0,5.0
522,Surface Pressure,Jessica Darrow,11/19/2021,1756,0,267758538.0,38,48,20,0,0.0,180.0,D,Major,65.0,37.0,58.0,2.0,0.0,4.0,31.0
523,Starry Eyes,The Weeknd,1/7/2022,1014,0,74601456.0,1,17,11,0,0.0,86.0,A,Minor,28.0,13.0,41.0,50.0,0.0,19.0,3.0
524,THATS WHAT I WANT,Lil Nas X,9/17/2021,7963,0,920797189.0,173,7,298,0,4.0,88.0,C#,Minor,74.0,55.0,85.0,1.0,0.0,5.0,22.0
525,One Right Now (with The Weeknd),"The Weeknd, Post Malone",11/5/2021,4771,0,539595276.0,68,18,75,0,1.0,97.0,C#,Major,68.0,72.0,78.0,4.0,0.0,7.0,5.0
526,Beggin,M��ne,12/8/2017,8559,0,1367810478.0,183,64,964,9,75.0,134.0,B,Minor,71.0,59.0,80.0,13.0,0.0,36.0,5.0
527,Mon Amour - Remix,"Aitana, zzoilo",9/21/2020,3221,2,578207856.0,67,13,139,0,40.0,116.0,D,Major,75.0,36.0,76.0,12.0,0.0,10.0,10.0
528,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",10/5/2021,3423,26,775542072.0,61,65,53,6,0.0,170.0,E,Minor,64.0,14.0,70.0,9.0,0.0,9.0,8.0
529,MONEY,Lisa,9/10/2021,2566,13,863625566.0,44,109,131,0,61.0,140.0,C#,Minor,83.0,40.0,55.0,16.0,0.0,14.0,23.0
530,The Motto,"Ti��sto, Ava",11/4/2021,9151,6,656013912.0,240,107,268,0,5.0,118.0,G,Minor,75.0,46.0,76.0,3.0,0.0,9.0,4.0
531,Happier Than Ever,Billie Eilish,7/30/2021,8476,0,1056760045.0,138,133,283,0,66.5,65.0,,Major,31.0,31.0,24.0,76.0,0.0,14.0,4.0
532,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",10/22/2021,7495,17,611994237.0,114,172,284,2,94.5,120.0,,Minor,56.0,16.0,67.0,0.0,0.0,11.0,4.0
533,traitor,"Juan Cruz Toledo, Huilen Toledo",5/21/2021,5257,6,1230855859.0,85,43,134,0,24.5,176.0,D#,Major,29.0,12.0,33.0,68.0,0.0,12.0,5.0
534,Toxic,BoyWithUke,9/10/2021,1795,0,582981380.0,34,23,118,0,11.5,180.0,G#,Minor,59.0,69.0,61.0,84.0,0.0,46.0,36.0
535,drivers license,Olivia Rodrigo,1/8/2021,12685,3,1858144199.0,185,61,485,0,32.0,144.0,A#,Major,59.0,21.0,43.0,76.0,0.0,10.0,7.0
536,Malvad�,"Xam��, Gustah, Neo B",11/30/2021,648,1,240684449.0,14,3,81,0,0.0,133.0,F#,Minor,82.0,52.0,61.0,38.0,0.0,14.0,27.0
537,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,11/12/2021,4635,5,583687007.0,50,49,30,1,2.0,93.0,,Major,63.0,21.0,52.0,28.0,0.0,9.0,3.0
538,Don���t Break My,The Weeknd,1/7/2022,1184,0,63803529.0,1,5,6,0,0.0,122.0,A#,Major,77.0,25.0,62.0,34.0,0.0,23.0,3.0
539,Oh My God,Adele,11/19/2021,4431,0,466214729.0,105,7,199,0,0.0,88.0,C#,Major,53.0,55.0,73.0,9.0,0.0,3.0,5.0
540,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",1/5/2022,759,3,236940480.0,32,0,12,0,0.0,170.0,F,Minor,70.0,61.0,44.0,40.0,0.0,37.0,4.0
541,A Tale By Quincy,The Weeknd,1/7/2022,733,0,41924466.0,0,2,2,0,0.0,94.0,F,Minor,46.0,55.0,50.0,71.0,0.0,10.0,11.0
542,I AM WOMAN,Emmy Meli,11/18/2021,2795,0,225259194.0,45,0,107,0,0.0,170.0,A#,Major,65.0,46.0,47.0,12.0,0.0,13.0,16.0
543,Medallo,"Justin Quiles, Lenny Tav��rez, BL",10/27/2021,2780,2,393230256.0,54,21,57,1,0.0,90.0,E,Minor,79.0,79.0,70.0,57.0,0.0,66.0,8.0
544,It'll Be Okay,Shawn Mendes,12/1/2021,1950,0,287201015.0,56,8,104,0,10.0,78.0,G,Major,40.0,7.0,29.0,62.0,0.0,9.0,3.0
545,Softcore,The Neighbourhood,3/9/2018,3947,12,599770206.0,33,102,93,0,30.0,94.0,D,Major,57.0,36.0,58.0,5.0,0.0,15.0,3.0
546,Super Gremlin,Kodak Black,10/30/2021,2551,0,342779426.0,52,15,35,0,1.0,73.0,D,Major,83.0,11.0,41.0,0.0,0.0,36.0,14.0
547,Volv,"Aventura, Bad Bunny",8/3/2021,5375,10,673801126.0,138,24,133,0,1.0,176.0,C#,Major,73.0,79.0,86.0,42.0,0.0,7.0,18.0
548,Todo De Ti,Rauw Alejandro,11/2/2020,11975,8,1168642797.0,188,75,268,6,16.0,128.0,D#,Minor,81.0,57.0,63.0,40.0,1.0,10.0,4.0
549,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",8/30/2019,2696,0,540539717.0,42,2,57,0,1.0,120.0,G#,Major,58.0,44.0,60.0,44.0,9.0,5.0,6.0
550,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",11/5/2021,4963,0,383550148.0,63,40,76,0,0.0,82.0,D,Major,63.0,85.0,62.0,6.0,0.0,35.0,4.0
551,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3/13/2020,6734,0,530511203.0,47,14,90,0,1.0,95.0,D,Major,77.0,40.0,47.0,2.0,0.0,9.0,3.0
552,Every Angel is Terrifying,The Weeknd,1/7/2022,715,0,37307967.0,0,1,2,0,0.0,118.0,,Major,44.0,52.0,94.0,11.0,0.0,4.0,29.0
553,Tacones Rojos,Sebastian Yatra,10/22/2021,3047,9,510876816.0,77,31,85,5,28.0,123.0,B,Minor,75.0,93.0,86.0,8.0,0.0,14.0,3.0
554,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3/19/2021,14140,0,1445941661.0,231,52,612,6,26.0,90.0,,Major,63.0,49.0,68.0,38.0,0.0,42.0,18.0
555,Dakiti,"Bad Bunny, Jhay Cortez",10/30/2020,11215,21,1763363713.0,189,166,525,9,25.0,110.0,E,Minor,73.0,14.0,57.0,40.0,0.0,11.0,5.0
556,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",12/29/2021,1678,12,374191487.0,20,4,15,1,3.0,96.0,C#,Minor,66.0,76.0,82.0,47.0,0.0,10.0,32.0
557,L��,Stromae,1/9/2022,2035,0,108809090.0,41,122,394,0,2.0,88.0,D,Minor,56.0,58.0,55.0,35.0,0.0,23.0,11.0
558,Nost��l,"Chris Brown, Rvssian, Rauw Alejandro",9/8/2021,2780,2,436695353.0,86,76,59,0,16.0,98.0,A,Minor,73.0,60.0,85.0,17.0,0.0,24.0,5.0
559,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",9/24/2021,4091,0,421040617.0,105,2,73,13,1.0,110.0,,Minor,72.0,67.0,68.0,0.0,0.0,14.0,4.0
560,Life Goes On,Oliver Tree,7/17/2020,2868,0,501541661.0,43,15,116,0,7.5,80.0,,Major,70.0,57.0,49.0,19.0,0.0,12.0,8.0
561,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",9/16/2021,3643,0,354065229.0,69,3,70,0,3.0,110.0,C#,Minor,86.0,31.0,53.0,43.0,0.0,11.0,6.0
562,Butter,BTS,5/21/2021,4779,6,1143647827.0,180,135,223,0,5.0,110.0,G#,Major,79.0,70.0,36.0,0.0,0.0,6.0,11.0
563,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",1/7/2022,3517,0,311395144.0,54,28,43,0,0.0,78.0,C#,Minor,77.0,49.0,42.0,1.0,1.0,13.0,19.0
564,You Right,"Doja Cat, The Weeknd",6/24/2021,5073,0,672656250.0,83,9,100,0,4.0,129.0,G#,Major,83.0,44.0,62.0,2.0,0.0,8.0,6.0
565,deja vu,Olivia Rodrigo,4/1/2021,7545,4,1256880657.0,117,39,141,0,46.0,181.0,A,Major,44.0,22.0,60.0,61.0,0.0,42.0,9.0
566,Dynamite,BTS,8/21/2020,8528,5,1692897992.0,239,163,583,0,84.0,114.0,F#,Minor,75.0,74.0,77.0,1.0,0.0,9.0,10.0
567,TO THE MOON,Jnr Choi,11/5/2021,2979,0,245095641.0,44,0,159,0,0.0,144.0,D,Major,74.0,39.0,65.0,5.0,1.0,11.0,35.0
568,Lost in the Fire,"The Weeknd, Gesaffelstein",1/11/2019,7731,2,686734357.0,110,145,447,0,46.0,101.0,D,Major,66.0,18.0,68.0,9.0,0.0,12.0,4.0
569,Salimo de Noche,"Trueno, Tiago pzk",10/21/2021,1057,0,261414174.0,17,5,21,0,0.0,84.0,D,Major,67.0,78.0,63.0,29.0,0.0,12.0,5.0
570,Volando - Remix,"Sech, Bad Bunny, Mora",7/8/2021,3272,19,610045621.0,101,34,70,1,2.0,154.0,F#,Major,66.0,63.0,69.0,21.0,0.0,11.0,7.0
571,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3/5/2021,14417,0,1115880852.0,237,123,569,0,10.0,148.0,F,Major,59.0,72.0,62.0,18.0,0.0,9.0,3.0
572,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",9/3/2021,5199,0,594482982.0,45,43,45,0,3.0,146.0,F,Minor,85.0,22.0,37.0,13.0,0.0,7.0,30.0
573,Don't Be Shy,"Ti��sto, Kar",8/1/2021,6026,0,566954746.0,171,51,187,1,21.0,120.0,B,Minor,77.0,51.0,79.0,20.0,0.0,26.0,6.0
575,LA FAMA (with The Weeknd),"The Weeknd, ROSAL�",11/11/2021,4640,3,374706940.0,81,93,507,6,4.0,136.0,,Minor,77.0,82.0,30.0,95.0,0.0,13.0,5.0
576,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",11/19/2021,1150,0,184937148.0,20,38,12,0,0.0,141.0,C#,Major,59.0,56.0,63.0,12.0,0.0,6.0,36.0
577,Phantom Regret by Jim,The Weeknd,1/7/2022,768,0,31959571.0,1,1,3,0,0.0,108.0,A,Minor,46.0,23.0,48.0,75.0,30.0,14.0,4.0
578,Dos Oruguitas,Sebastian Yatra,11/19/2021,925,0,167076418.0,24,47,74,0,0.0,94.0,,Major,42.0,47.0,36.0,76.0,0.0,9.0,5.0
579,Freaks,Surf Curse,5/10/2015,3006,3,824420218.0,23,21,121,0,13.0,180.0,A,Major,35.0,41.0,94.0,0.0,63.0,5.0,5.0
580,Acapulco,Jason Derulo,9/1/2021,3098,0,363467642.0,111,5,182,1,0.0,122.0,A#,Major,77.0,51.0,79.0,5.0,0.0,16.0,5.0
581,Daddy Issues,The Neighbourhood,10/30/2015,9771,4,1127468248.0,42,70,384,0,3.0,85.0,A#,Major,59.0,33.0,52.0,7.0,15.0,12.0,3.0
582,thought i was playing,"21 Savage, Gunna",1/7/2022,807,0,60680939.0,3,0,5,0,0.0,148.0,C#,Major,68.0,29.0,73.0,0.0,0.0,7.0,7.0
583,ELEVEN,IVE,12/1/2021,521,1,247737946.0,17,89,11,0,0.0,120.0,A,Major,83.0,59.0,73.0,6.0,0.0,5.0,11.0
584,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",7/24/2020,12854,0,1699402402.0,237,27,636,0,13.5,91.0,G,Minor,70.0,76.0,72.0,22.0,0.0,27.0,4.0
585,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",11/19/2021,802,0,154797871.0,13,27,8,0,0.0,120.0,E,Major,72.0,54.0,71.0,26.0,0.0,10.0,4.0
586,DANCE CRIP,Trueno,11/17/2021,731,0,198883004.0,14,14,24,0,4.0,106.0,,Major,86.0,86.0,79.0,11.0,0.0,8.0,9.0
587,Miserable Man,David Kushner,1/7/2022,788,0,124407432.0,13,0,32,1,0.0,110.0,A#,Major,63.0,31.0,35.0,93.0,0.0,29.0,3.0
588,happier,Olivia Rodrigo,5/21/2021,3069,4,850608354.0,25,46,105,0,45.0,169.0,F#,Major,39.0,36.0,45.0,81.0,0.0,8.0,13.0
589,Praise God,Kanye West,8/29/2021,4651,0,376333030.0,24,6,105,0,0.0,118.0,C#,Major,80.0,21.0,55.0,1.0,0.0,26.0,17.0
590,Get Into It (Yuh),Doja Cat,6/25/2021,4999,0,516784627.0,43,19,73,12,0.0,92.0,G#,Minor,91.0,79.0,66.0,32.0,0.0,9.0,16.0
591,Before You Go,Lewis Capaldi,11/1/2019,8327,24,1608045237.0,205,130,625,0,25.0,112.0,D#,Major,45.0,19.0,60.0,63.0,0.0,9.0,6.0
592,Sky,Playboi Carti,12/25/2020,3297,3,506778838.0,25,3,52,0,1.0,140.0,D,Major,79.0,56.0,91.0,26.0,0.0,13.0,21.0
593,Rolling in the Deep,Adele,11/29/2010,35684,6,1472799873.0,195,125,6280,2,78.0,105.0,G#,Major,73.0,52.0,76.0,13.0,0.0,5.0,3.0
594,Sobrio,Maluma,7/8/2021,3506,10,513643924.0,103,76,100,1,1.0,178.0,F,Major,76.0,63.0,77.0,14.0,0.0,15.0,22.0
595,Peru,"Ed Sheeran, Fireboy DML",12/23/2021,2999,0,261286503.0,60,17,154,0,22.0,108.0,G,Minor,96.0,71.0,42.0,57.0,0.0,8.0,9.0
596,favorite crime,Olivia Rodrigo,5/21/2021,3681,0,783706581.0,20,21,99,0,7.0,173.0,A,Major,40.0,19.0,29.0,86.0,0.0,34.0,4.0
597,Thunder,"Prezioso, Gabry Ponte, LUM!X",5/7/2021,4846,10,422691058.0,54,16,259,0,13.0,101.0,C#,Major,67.0,40.0,90.0,3.0,0.0,34.0,6.0
598,The Business,Ti�,1/1/2020,14311,0,1062345656.0,255,32,582,0,14.0,120.0,G#,Minor,80.0,24.0,62.0,41.0,2.0,11.0,23.0
599,positions,Ariana Grande,10/23/2020,8207,0,1252563873.0,175,55,95,0,2.0,144.0,,Major,73.0,66.0,80.0,44.0,0.0,9.0,12.0
600,I WANNA BE YOUR SLAVE,M��ne,3/19/2021,4873,0,851070493.0,65,88,434,3,13.0,133.0,C#,Major,75.0,96.0,61.0,0.0,0.0,18.0,4.0
601,Vai L�� Em Casa ,"Mar��lia Mendon��a, George Henrique &",10/22/2021,772,0,263894529.0,7,3,89,0,0.0,158.0,G#,Minor,46.0,62.0,83.0,53.0,0.0,97.0,28.0
602,The Feels,TWICE,10/1/2021,1150,0,345903614.0,20,99,44,0,2.0,120.0,A,Major,81.0,92.0,90.0,9.0,0.0,8.0,7.0
603,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,5398,4,951637566.0,111,127,210,0,37.0,129.0,,Major,61.0,59.0,46.0,56.0,0.0,13.0,5.0
604,No Lie,"Sean Paul, Dua Lipa",11/18/2016,7370,0,956865266.0,92,127,1219,0,62.0,102.0,G,Major,74.0,45.0,89.0,5.0,0.0,26.0,13.0
